zone_id,district_id,district_name,population_density,num_households,nse_ab_pct,nse_c_pct,nse_de_pct,urbanization_rate,dist_nearest_road_m,walkability_score,poi_commercial_500m,poi_educational_500m,poi_parks_500m,land_use_encoded,area_m2,dist_nearest_recycling_m,recycling_density_1km,waste_per_capita_kg,coverage_gap_index,accessibility_composite,nse_high_ratio,recycling_deficit,is_optimal,suitability_score
148,1,Miraflores,19718.2,2247,0.5418,0.4065,0.0516,0.97,8.3,0.3741,32,3,1,0,89.8,617.4,3,0.493,0.574,0.6134,0.5418,1,1,0.6848
149,1,Miraflores,17400.5,1395,0.8476,0.403,0.0,0.8272,40.6,0.7805,29,3,0,1,299.6,1255.0,2,0.65,0.5094,0.8142,0.8476,1,0,0.7549
150,1,Miraflores,16595.5,1894,0.7368,0.3808,0.0,0.896,6.0,0.7295,43,3,1,1,500.8,173.2,2,0.803,0.0091,0.8296,0.7368,0,1,0.5836
151,1,Miraflores,14359.1,1504,0.7847,0.3945,0.0,0.8616,1.0,0.6207,47,4,1,1,304.5,487.8,3,0.713,0.1792,0.7711,0.7847,0,1,0.4378
152,1,Miraflores,12729.6,1101,0.6429,0.3737,0.0,0.8461,7.1,0.6972,26,2,1,3,1467.1,31.7,2,0.672,0.1951,0.8088,0.6429,0,0,0.6266
153,1,Miraflores,15759.9,1748,0.7814,0.5128,0.0,0.8777,10.9,0.4864,40,2,0,1,768.0,22.3,1,0.814,0.2045,0.6773,0.7814,0,1,0.7469
154,1,Miraflores,16862.9,1926,0.8068,0.343,0.0,0.7949,10.9,0.54,44,2,0,0,191.3,267.4,3,0.54,0.0767,0.7094,0.8068,0,1,0.6603
155,1,Miraflores,21508.2,1939,0.7233,0.3254,0.0,0.9873,33.8,0.5897,39,5,0,0,189.7,420.1,2,0.655,0.2165,0.7088,0.7233,0,0,0.5493
156,1,Miraflores,17332.2,2023,0.7234,0.2897,0.0,0.9464,30.4,0.697,39,1,0,0,356.3,495.5,1,0.647,0.0649,0.7776,0.7234,0,1,0.5391
157,1,Miraflores,19506.0,1915,0.727,0.2674,0.0055,0.928,17.8,0.8649,36,1,0,0,125.2,794.1,3,0.609,0.8761,0.8953,0.727,1,1,0.7342
158,1,Miraflores,15726.8,1637,0.6137,0.2504,0.1359,0.8625,39.0,0.6794,32,5,0,0,622.1,671.1,4,0.592,0.8491,0.7557,0.6137,1,1,0.5566
159,1,Miraflores,13978.4,1668,0.6852,0.2789,0.0359,0.7867,20.1,0.782,37,2,1,2,326.8,351.0,3,0.661,0.209,0.8424,0.6852,0,1,0.5852
160,1,Miraflores,14539.0,1373,0.6847,0.3443,0.0,0.971,31.4,0.6393,24,4,0,1,300.4,257.2,5,0.655,0.235,0.7417,0.6847,0,1,0.5405
161,1,Miraflores,15150.7,1704,0.7383,0.3767,0.0,0.8319,94.4,0.9229,39,1,0,1,423.9,195.2,3,0.493,0.0567,0.8279,0.7383,0,0,0.4657
162,1,Miraflores,22427.6,2079,0.8,0.3541,0.0,0.762,42.4,0.4971,40,3,3,0,970.9,10.0,2,0.77,0.0714,0.6417,0.8,0,1,0.7186
163,1,Miraflores,14905.5,1668,0.5941,0.2888,0.1171,0.8322,9.4,0.6581,40,1,1,1,280.6,459.2,2,0.504,0.2337,0.7823,0.5941,0,1,0.6459
164,1,Miraflores,19138.1,1990,0.6875,0.422,0.0,0.9407,5.1,0.4938,40,5,0,2,223.5,772.6,4,0.617,0.7843,0.6894,0.6875,1,0,0.6603
165,1,Miraflores,14697.5,1302,0.8481,0.4092,0.0,0.8995,85.3,0.7836,39,7,1,2,818.1,592.4,3,0.606,0.6473,0.7564,0.8481,1,0,0.6612
166,1,Miraflores,19375.5,1870,0.6256,0.3372,0.0371,0.9302,32.4,0.7942,33,0,0,1,530.6,169.5,2,0.704,0.1367,0.8333,0.6256,0,0,0.5233
167,1,Miraflores,17981.6,1666,0.6178,0.2978,0.0845,0.9405,53.6,0.7597,46,1,1,2,189.3,253.5,1,0.332,0.2791,0.7844,0.6178,0,1,0.6628
168,1,Miraflores,16600.6,1379,0.7202,0.3939,0.0,0.8009,26.1,0.8657,28,1,0,1,245.7,188.3,3,0.784,0.1686,0.8846,0.7202,0,1,0.6266
169,1,Miraflores,16896.1,1371,0.7844,0.365,0.0,0.9717,26.2,0.247,32,3,2,0,286.1,237.6,5,0.548,0.1163,0.5133,0.7844,0,0,0.4907
170,1,Miraflores,15330.3,1438,0.7011,0.2341,0.0647,0.8551,216.2,0.3153,44,2,1,2,326.8,317.8,1,0.833,0.2935,0.301,0.7011,0,0,0.5744
171,1,Miraflores,18137.5,1464,0.8329,0.3446,0.0,0.9034,74.5,0.7061,39,2,0,0,82.7,38.5,3,0.578,0.1391,0.7244,0.8329,0,0,0.635
172,1,Miraflores,15839.8,1372,0.7857,0.371,0.0,0.7506,2.0,0.6742,36,4,1,0,71.2,111.7,3,0.643,0.1301,0.8019,0.7857,0,0,0.5769
173,1,Miraflores,13874.7,1512,0.7842,0.278,0.0,0.9884,5.7,0.9562,42,3,1,0,120.3,46.9,3,0.937,0.1235,0.9662,0.7842,0,1,0.6261
174,1,Miraflores,13741.3,1488,0.7554,0.3652,0.0,0.8174,13.4,0.6024,35,1,0,1,113.1,10.0,1,0.608,0.0937,0.7436,0.7554,0,1,0.6685
175,1,Miraflores,17440.1,1910,0.9328,0.2336,0.0,0.7649,12.8,0.4384,30,2,0,1,146.2,147.2,3,0.836,0.0977,0.646,0.9328,0,1,0.5862
176,1,Miraflores,21026.7,1948,0.6795,0.4569,0.0,0.86,5.9,0.8847,35,2,0,1,406.6,219.7,0,0.656,0.2064,0.923,0.6795,0,1,0.7832
177,1,Miraflores,17408.0,2012,0.4996,0.4498,0.0505,0.781,33.2,0.6851,38,5,2,0,213.8,201.3,6,0.712,0.0123,0.7668,0.4996,0,1,0.4489
178,1,Miraflores,16697.5,1732,0.8604,0.3298,0.0,0.7866,16.7,0.6346,28,2,0,0,286.3,14.5,3,0.66,0.2045,0.7586,0.8604,0,1,0.5745
179,1,Miraflores,17728.9,1507,0.6542,0.3791,0.0,0.9017,65.1,0.3905,44,5,1,2,91.9,686.2,2,0.777,0.5337,0.5475,0.6542,1,1,0.6861
180,1,Miraflores,20330.3,1743,0.7108,0.1572,0.132,0.8443,13.1,0.9318,29,1,2,0,169.1,66.2,2,0.547,0.1153,0.9417,0.7108,0,0,0.6687
181,1,Miraflores,17559.4,1891,0.831,0.2575,0.0,0.9712,22.4,0.4994,53,2,0,3,391.4,367.0,2,0.502,0.044,0.6698,0.831,0,0,0.6341
182,1,Miraflores,15952.1,1386,0.5398,0.3265,0.1337,0.8266,16.4,0.4931,46,1,0,0,393.8,387.7,2,0.554,0.1658,0.6739,0.5398,0,0,0.575
183,1,Miraflores,19821.0,1987,0.5748,0.2642,0.1609,0.9243,31.9,0.9407,38,2,0,1,137.0,49.5,0,0.665,0.2188,0.9219,0.5748,0,0,0.7276
184,1,Miraflores,18093.3,2165,0.5399,0.4072,0.053,0.8607,8.7,0.6367,44,2,2,1,278.5,13.4,2,0.617,0.1064,0.7704,0.5399,0,0,0.5921
185,1,Miraflores,20916.2,1676,0.6206,0.5098,0.0,0.9084,53.1,0.8427,33,3,2,2,1420.9,10.3,2,0.757,0.049,0.8349,0.6206,0,1,0.6334
186,1,Miraflores,17467.2,1408,0.744,0.2559,0.0002,0.8939,102.6,0.3378,38,7,0,0,241.3,131.3,3,0.846,0.068,0.4659,0.744,0,0,0.3981
187,1,Miraflores,13877.6,1661,0.7524,0.283,0.0,0.8635,2.1,0.845,37,1,0,3,140.5,346.5,2,0.504,0.2454,0.9042,0.7524,0,1,0.6647
188,1,Miraflores,13511.2,1396,0.7276,0.3688,0.0,0.978,1.0,0.836,29,1,1,1,212.9,57.7,3,0.54,0.0803,0.9003,0.7276,0,1,0.5862
189,1,Miraflores,21209.9,1804,0.5587,0.4789,0.0,0.8323,16.0,0.7837,32,1,4,1,263.4,29.1,1,0.435,0.2324,0.849,0.5587,0,1,0.7724
190,1,Miraflores,21395.3,2479,0.469,0.2522,0.2788,0.7925,23.2,0.6374,30,3,5,1,216.8,357.5,2,0.955,0.0994,0.7515,0.469,0,0,0.6106
191,1,Miraflores,16542.2,1905,0.7054,0.3699,0.0,0.9127,38.9,0.6052,38,1,1,0,238.6,62.3,2,0.696,0.0566,0.7112,0.7054,0,0,0.7172
192,1,Miraflores,16022.9,1625,0.6528,0.4957,0.0,0.953,16.0,0.4488,30,4,1,0,77.1,663.8,4,0.722,0.8136,0.6479,0.6528,1,0,0.6207
193,1,Miraflores,20726.7,2173,0.7459,0.2179,0.0362,0.7597,18.7,0.769,35,4,3,0,113.3,269.9,1,0.449,0.1406,0.8365,0.7459,0,0,0.6644
194,1,Miraflores,14177.0,1289,0.7702,0.2475,0.0,0.8579,27.9,0.8477,47,5,4,0,217.1,353.4,2,0.65,0.0094,0.8714,0.7702,0,0,0.5191
195,1,Miraflores,14718.4,1207,0.7138,0.3161,0.0,0.9642,15.1,0.7584,44,1,1,1,214.4,833.8,3,0.726,0.9178,0.8349,0.7138,1,1,0.6056
196,1,Miraflores,18640.5,1934,0.776,0.3084,0.0,0.9299,102.4,0.8754,40,1,1,0,155.6,70.8,4,0.612,0.0443,0.7887,0.776,0,0,0.6922
197,1,Miraflores,15993.8,1468,0.7229,0.415,0.0,0.988,2.0,0.6467,41,5,2,0,212.4,326.9,2,0.811,0.106,0.7853,0.7229,0,0,0.7032
198,1,Miraflores,16986.9,1809,0.753,0.3693,0.0,0.8775,3.6,0.782,43,2,0,0,256.9,168.7,2,0.997,0.1154,0.8644,0.753,0,0,0.6884
199,1,Miraflores,16583.2,1881,0.6295,0.208,0.1625,0.9084,22.4,0.9225,38,1,0,0,498.5,56.5,3,0.508,0.1468,0.9237,0.6295,0,1,0.5553
200,2,Magdalena del Mar,18147.3,1725,0.6211,0.2735,0.1053,0.8309,22.6,0.6798,15,2,1,1,409.8,148.7,2,0.775,0.1085,0.7778,0.6211,0,1,0.6642
201,2,Magdalena del Mar,15884.1,1651,0.7312,0.3559,0.0,0.806,40.1,0.6417,13,2,3,1,91.5,675.0,0,0.594,0.7019,0.7316,0.7312,1,1,0.7258
202,2,Magdalena del Mar,13506.9,1598,0.4814,0.2814,0.2372,0.8287,6.5,0.8306,28,4,1,0,952.9,300.1,4,0.611,0.156,0.8897,0.4814,0,0,0.3632
203,2,Magdalena del Mar,15740.3,1755,0.5719,0.3063,0.1218,0.8016,4.8,0.9214,23,2,3,0,128.7,1080.4,2,0.775,0.7804,0.9465,0.5719,1,0,0.7801
204,2,Magdalena del Mar,17582.5,1704,0.4211,0.4689,0.11,0.777,28.8,0.8294,31,5,1,0,982.4,166.0,0,0.86,0.1275,0.8593,0.4211,0,1,0.5883
205,2,Magdalena del Mar,18196.4,1697,0.5165,0.3583,0.1252,0.8022,10.9,0.6855,17,1,0,3,1233.7,100.1,3,0.73,0.1956,0.7968,0.5165,0,0,0.6136
206,2,Magdalena del Mar,16492.5,1902,0.4981,0.3053,0.1966,0.9674,1.2,0.7884,26,4,0,0,368.8,487.5,1,0.939,0.1495,0.8715,0.4981,0,1,0.5908
207,2,Magdalena del Mar,14053.9,1200,0.5964,0.2584,0.1452,0.7705,10.8,0.8836,28,1,1,0,558.7,10.0,0,0.725,0.0497,0.9158,0.5964,0,0,0.6178
208,2,Magdalena del Mar,13544.9,1543,0.6517,0.2003,0.148,0.8279,9.9,0.5419,24,3,2,0,20.8,1375.7,1,0.695,0.507,0.712,0.6517,1,1,0.7275
209,2,Magdalena del Mar,15209.7,1371,0.6491,0.2499,0.101,0.8768,29.7,0.6927,26,2,3,0,209.3,10.0,2,0.686,0.1329,0.776,0.6491,0,1,0.6316
210,2,Magdalena del Mar,17515.3,1902,0.4657,0.359,0.1753,0.8351,80.7,0.7469,32,5,0,0,591.0,338.6,0,0.457,0.2007,0.7406,0.4657,0,1,0.7357
211,2,Magdalena del Mar,14910.9,1673,0.6498,0.4284,0.0,0.8742,16.1,0.8092,20,2,2,1,512.7,413.9,1,0.793,0.2702,0.8641,0.6498,0,1,0.6855
212,2,Magdalena del Mar,14954.5,1481,0.5456,0.3052,0.1492,0.7604,17.6,0.9226,26,4,0,0,92.2,688.4,0,0.283,0.6675,0.9301,0.5456,1,1,0.7778
213,2,Magdalena del Mar,14107.9,1237,0.5175,0.4756,0.0068,0.9057,12.0,0.652,24,1,2,0,193.5,142.5,1,0.562,0.2029,0.7752,0.5175,0,1,0.4721
214,2,Magdalena del Mar,13311.4,1514,0.4791,0.2926,0.2283,0.8852,7.2,0.8563,20,2,3,0,32.2,245.9,2,0.653,0.0232,0.9041,0.4791,0,1,0.5314
215,2,Magdalena del Mar,13659.5,1293,0.494,0.331,0.175,0.9134,72.0,0.7235,25,3,1,0,340.5,110.2,2,0.532,0.2863,0.738,0.494,0,0,0.5563
216,2,Magdalena del Mar,14284.4,1325,0.7242,0.2636,0.0121,0.8861,9.1,0.7681,22,2,1,0,54.2,49.6,0,0.582,0.0946,0.8487,0.7242,0,1,0.7331
217,2,Magdalena del Mar,17608.0,1767,0.5807,0.4293,0.0,0.8551,79.2,0.7704,28,2,1,1,604.5,559.2,1,0.926,0.846,0.7567,0.5807,1,1,0.7327
218,2,Magdalena del Mar,13496.6,1314,0.5675,0.5178,0.0,0.834,12.4,0.5546,21,4,0,1,630.3,449.7,1,0.816,0.0669,0.7163,0.5675,0,0,0.58
219,2,Magdalena del Mar,14110.5,1514,0.5238,0.2091,0.2672,0.8043,184.0,0.6538,20,3,2,1,167.4,1010.5,2,0.547,0.915,0.547,0.5238,1,1,0.6716
220,2,Magdalena del Mar,12182.7,1041,0.7946,0.3223,0.0,0.87,10.6,0.4915,19,1,0,0,371.3,136.3,2,0.58,0.237,0.6807,0.7946,0,0,0.647
221,2,Magdalena del Mar,15504.9,1510,0.6805,0.4512,0.0,0.7563,5.6,0.8016,20,3,0,2,205.7,92.5,3,0.458,0.0721,0.8735,0.6805,0,1,0.5748
222,2,Magdalena del Mar,16870.0,1951,0.4779,0.2342,0.2879,0.8288,118.5,0.8449,24,3,3,1,296.9,92.1,0,0.756,0.0848,0.749,0.4779,0,0,0.6935
223,2,Magdalena del Mar,17411.4,1418,0.5226,0.3953,0.082,0.9127,39.7,0.6926,18,5,3,0,97.7,10.0,1,0.613,0.0545,0.7626,0.5226,0,0,0.4952
224,2,Magdalena del Mar,14427.1,1418,0.5286,0.4477,0.0237,0.7761,42.4,0.6704,15,3,0,0,402.6,418.4,0,0.355,0.2925,0.7457,0.5286,0,0,0.5313
225,2,Magdalena del Mar,15206.1,1618,0.5646,0.3563,0.0792,0.7651,101.4,0.8607,23,5,1,2,65.8,10.0,1,0.665,0.2343,0.7813,0.5646,0,0,0.4647
226,2,Magdalena del Mar,13677.5,1579,0.4799,0.394,0.1261,0.9065,29.1,0.7943,29,4,2,0,56.6,192.9,2,0.716,0.279,0.8378,0.4799,0,1,0.6496
227,2,Magdalena del Mar,15108.8,1567,0.5939,0.4909,0.0,0.8455,9.2,0.8469,18,2,1,0,222.0,243.3,2,0.794,0.2585,0.8958,0.5939,0,0,0.6831
228,2,Magdalena del Mar,14659.3,1656,0.6952,0.5059,0.0,0.9424,18.4,0.7044,20,3,2,1,206.6,281.4,0,0.639,0.2719,0.7981,0.6952,0,1,0.7334
229,2,Magdalena del Mar,14122.4,1255,0.4186,0.345,0.2363,0.975,4.8,0.8547,23,0,1,0,304.2,1340.7,3,0.594,0.7538,0.9064,0.4186,1,1,0.6231
230,2,Magdalena del Mar,14289.3,1344,0.4372,0.3074,0.2554,0.9797,28.0,0.7914,18,3,2,3,145.5,10.0,0,0.948,0.0512,0.8375,0.4372,0,0,0.5709
231,2,Magdalena del Mar,14949.0,1759,0.5017,0.2764,0.2219,0.8521,17.1,0.6892,25,1,2,0,1106.1,78.1,1,0.651,0.0981,0.7907,0.5017,0,1,0.5892
232,2,Magdalena del Mar,13382.3,1544,0.5063,0.4282,0.0655,0.8134,4.0,0.6353,21,2,3,0,278.2,525.2,2,0.758,0.5906,0.7758,0.5063,1,1,0.7306
233,2,Magdalena del Mar,13490.8,1380,0.7498,0.2403,0.0099,0.8961,17.4,0.7573,25,3,1,0,294.8,626.1,1,0.569,0.6631,0.8311,0.7498,1,0,0.8075
234,2,Magdalena del Mar,17585.5,1741,0.6502,0.3298,0.02,0.9008,8.0,0.702,23,0,1,0,286.5,771.9,1,0.753,0.5979,0.8104,0.6502,1,1,0.7837
235,2,Magdalena del Mar,19692.1,1930,0.6444,0.3582,0.0,0.8994,45.6,0.6528,29,0,0,2,545.8,540.0,3,0.432,0.8483,0.7309,0.6444,1,1,0.76
236,2,Magdalena del Mar,11470.8,944,0.5236,0.3098,0.1667,0.8272,17.8,0.8872,23,2,0,2,387.9,140.5,1,0.581,0.2049,0.9085,0.5236,0,1,0.6906
237,2,Magdalena del Mar,11355.1,1313,0.5214,0.3724,0.1062,0.7653,34.1,0.817,21,2,1,3,348.5,494.1,0,0.469,0.037,0.8447,0.5214,0,0,0.5596
238,2,Magdalena del Mar,11990.0,1351,0.4048,0.5552,0.04,0.8004,27.6,0.8492,26,0,2,1,440.9,748.9,2,0.559,0.5286,0.8727,0.4048,1,0,0.5891
239,2,Magdalena del Mar,13783.1,1354,0.6282,0.3403,0.0316,0.7871,7.4,0.3415,31,1,0,0,56.8,628.0,2,0.838,0.7127,0.595,0.6282,1,1,0.6289
240,2,Magdalena del Mar,15881.1,1448,0.5991,0.3152,0.0857,0.7797,64.4,0.8371,21,1,0,0,58.6,52.9,1,0.558,0.2072,0.8164,0.5991,0,0,0.5796
241,2,Magdalena del Mar,15241.6,1428,0.6786,0.4312,0.0,0.9723,5.0,0.7071,27,7,0,0,230.2,103.4,0,0.758,0.0418,0.8176,0.6786,0,1,0.6347
242,2,Magdalena del Mar,14361.3,1219,0.5289,0.3692,0.1019,0.7533,10.5,0.8177,28,1,3,3,208.9,66.0,2,0.878,0.0439,0.8766,0.5289,0,0,0.4907
243,2,Magdalena del Mar,15110.8,1645,0.5358,0.4651,0.0,0.8944,1.0,0.4267,23,2,0,0,389.1,761.5,2,0.646,0.5202,0.6547,0.5358,1,1,0.6927
244,2,Magdalena del Mar,12546.6,1283,0.567,0.3632,0.0698,0.9774,30.8,0.6269,18,4,0,0,248.6,302.8,3,0.799,0.2253,0.7351,0.567,0,0,0.5633
245,2,Magdalena del Mar,13487.3,1205,0.6392,0.3301,0.0307,0.8364,4.7,0.7226,18,2,1,1,389.7,153.0,2,0.73,0.0601,0.8273,0.6392,0,1,0.6667
246,2,Magdalena del Mar,13957.8,1464,0.403,0.2073,0.3897,0.8765,41.7,0.7289,24,3,0,2,90.3,71.9,0,0.667,0.0106,0.7817,0.403,0,1,0.4602
247,2,Magdalena del Mar,10673.1,1271,0.6236,0.2204,0.156,0.917,13.0,0.7204,21,6,1,0,242.6,32.8,0,0.763,0.2718,0.8149,0.6236,0,1,0.7417
248,2,Magdalena del Mar,11561.2,981,0.548,0.2031,0.2489,0.8261,11.7,0.8686,20,3,0,1,83.7,500.5,3,0.926,0.9614,0.9056,0.548,1,1,0.577
249,2,Magdalena del Mar,11644.7,1145,0.4441,0.3803,0.1755,0.8646,2.1,0.6582,35,1,1,1,333.4,36.1,0,0.554,0.0554,0.7921,0.4441,0,1,0.4744
250,2,Magdalena del Mar,15604.6,1556,0.3415,0.241,0.4174,0.9461,59.2,0.7209,24,2,0,2,54.5,346.9,0,0.506,0.0796,0.7535,0.3415,0,1,0.5592
251,2,Magdalena del Mar,14515.2,1258,0.5364,0.4504,0.0132,0.9289,110.4,0.5794,23,1,0,0,323.3,117.6,3,0.497,0.0566,0.6004,0.5364,0,1,0.5786
252,2,Magdalena del Mar,15283.2,1547,0.6948,0.3524,0.0,0.944,10.6,0.7939,27,5,0,0,75.6,59.5,2,0.799,0.2159,0.8622,0.6948,0,0,0.6518
253,2,Magdalena del Mar,10136.7,1056,0.7175,0.3305,0.0,0.987,12.1,0.8273,27,1,3,0,180.0,10.0,0,0.819,0.075,0.8803,0.7175,0,1,0.5827
254,2,Magdalena del Mar,10884.5,939,0.5855,0.2825,0.132,0.8389,27.3,0.7917,31,5,2,2,500.7,179.7,5,0.569,0.2794,0.8386,0.5855,0,0,0.4183
255,2,Magdalena del Mar,15392.8,1326,0.7462,0.3998,0.0,0.9293,21.4,0.7893,16,4,3,3,293.5,215.6,2,0.33,0.2483,0.8451,0.7462,0,0,0.5468
256,2,Magdalena del Mar,8164.8,932,0.5457,0.2856,0.1687,0.8947,78.9,0.8276,25,3,1,1,65.6,965.6,2,0.549,0.9617,0.7913,0.5457,1,1,0.7157
257,2,Magdalena del Mar,16571.7,1532,0.6453,0.2712,0.0835,0.91,26.2,0.7608,24,6,2,0,142.9,179.5,2,0.732,0.0027,0.8215,0.6453,0,1,0.6548
258,2,Magdalena del Mar,10171.0,1070,0.5049,0.4451,0.0501,0.9276,98.8,0.8734,16,5,3,0,73.6,64.8,2,0.64,0.2651,0.7923,0.5049,0,1,0.6301
259,2,Magdalena del Mar,15771.0,1657,0.4985,0.3784,0.1231,0.9299,60.2,0.616,23,2,0,1,63.1,378.2,2,0.677,0.2183,0.6893,0.4985,0,1,0.6079
260,2,Magdalena del Mar,12134.0,1378,0.4822,0.3312,0.1865,0.9626,16.7,0.5086,21,1,0,0,268.8,16.2,3,0.571,0.2364,0.6829,0.4822,0,0,0.3076
261,2,Magdalena del Mar,16202.7,1775,0.3439,0.4013,0.2547,0.8338,16.3,0.6838,17,2,0,1,383.1,1167.0,0,0.802,0.5853,0.7885,0.3439,1,0,0.6289
262,2,Magdalena del Mar,20737.1,2356,0.6787,0.3507,0.0,0.9068,42.4,0.925,14,11,1,2,348.1,829.9,1,0.701,0.717,0.8985,0.6787,1,1,0.8285
263,2,Magdalena del Mar,9226.3,968,0.4858,0.3806,0.1335,0.8173,51.3,0.508,12,7,2,0,396.3,526.5,2,0.738,0.5644,0.6363,0.4858,1,1,0.5084
264,2,Magdalena del Mar,15460.3,1514,0.4699,0.2847,0.2455,0.8927,23.3,0.9532,16,3,0,0,242.4,994.8,3,0.674,0.98,0.9408,0.4699,1,1,0.7026
265,2,Magdalena del Mar,10202.9,976,0.432,0.5156,0.0524,0.9303,1.0,0.6029,28,2,1,0,196.6,242.7,1,0.729,0.1741,0.7604,0.432,0,1,0.4445
266,2,Magdalena del Mar,14896.2,1417,0.5296,0.3036,0.1668,0.9398,33.7,0.7184,18,1,1,0,103.7,709.5,3,0.719,0.5327,0.7862,0.5296,1,1,0.6889
267,2,Magdalena del Mar,13565.8,1312,0.7263,0.4745,0.0,0.8508,51.9,0.6903,19,4,1,1,172.1,259.0,3,0.511,0.1276,0.745,0.7263,0,0,0.5747
268,2,Magdalena del Mar,14272.5,1215,0.7594,0.3349,0.0,0.8721,4.7,0.84,23,1,1,0,85.0,2089.8,1,0.706,0.6504,0.8978,0.7594,1,1,0.7657
269,2,Magdalena del Mar,12085.5,1171,0.3839,0.4146,0.2015,0.8301,48.1,0.8164,32,7,0,0,124.4,304.4,2,0.769,0.2762,0.8258,0.3839,0,0,0.5084
270,2,Magdalena del Mar,15639.1,1494,0.5146,0.4087,0.0767,0.7906,13.6,0.6841,18,1,1,0,262.7,341.7,3,0.823,0.1799,0.7922,0.5146,0,1,0.5805
271,2,Magdalena del Mar,10958.4,891,0.4466,0.4417,0.1117,0.8125,11.1,0.8877,20,5,2,0,222.7,296.1,1,0.712,0.0682,0.9178,0.4466,0,0,0.458
272,2,Magdalena del Mar,16607.4,1511,0.6488,0.2828,0.0684,0.9689,24.1,0.9343,26,1,0,1,2840.6,389.7,2,0.505,0.0053,0.9284,0.6488,0,0,0.6165
273,2,Magdalena del Mar,13140.6,1446,0.5787,0.4361,0.0,0.8242,42.8,0.8314,21,3,0,1,83.4,1443.6,2,0.528,0.7294,0.8418,0.5787,1,1,0.5012
274,2,Magdalena del Mar,11054.3,1139,0.4863,0.4977,0.0159,0.9839,15.0,0.721,20,1,2,1,221.4,56.6,0,0.585,0.2594,0.8127,0.4863,0,0,0.489
275,2,Magdalena del Mar,17349.4,1947,0.5573,0.3293,0.1134,0.808,17.0,0.7673,24,5,1,1,78.3,77.8,2,0.678,0.0198,0.8378,0.5573,0,1,0.5833
276,2,Magdalena del Mar,13858.6,1409,0.5023,0.3528,0.145,0.9235,27.3,0.6675,22,1,1,0,179.4,292.5,1,0.632,0.1193,0.7641,0.5023,0,0,0.7378
277,2,Magdalena del Mar,18006.0,2055,0.7114,0.3081,0.0,0.8877,96.1,0.5998,17,3,0,1,185.4,307.6,3,0.481,0.282,0.6317,0.7114,0,1,0.4733
278,2,Magdalena del Mar,16564.8,1852,0.6047,0.3223,0.073,0.9172,10.4,0.5074,30,4,1,0,481.0,179.8,1,0.481,0.1505,0.6906,0.6047,0,0,0.5285
279,2,Magdalena del Mar,12323.9,1034,0.617,0.4869,0.0,0.9045,6.5,0.6888,19,2,1,3,170.8,51.7,2,0.335,0.0662,0.8046,0.617,0,0,0.5574
280,2,Magdalena del Mar,13821.5,1645,0.2833,0.2697,0.447,0.9196,26.7,0.6378,33,2,3,0,210.0,607.5,2,0.2,0.6461,0.7471,0.2833,1,1,0.7361
281,2,Magdalena del Mar,14254.2,1148,0.5433,0.2746,0.182,0.9673,17.7,0.8614,21,4,1,0,173.4,112.7,1,0.63,0.1224,0.8932,0.5433,0,1,0.6362
282,2,Magdalena del Mar,17205.2,1787,0.7583,0.4789,0.0,0.8852,13.4,0.8635,19,1,1,0,79.8,637.9,5,0.998,0.7272,0.9002,0.7583,1,1,0.7319
283,2,Magdalena del Mar,14918.8,1666,0.6826,0.4,0.0,0.7663,42.6,0.6918,20,2,3,2,145.2,1765.4,0,0.92,0.8513,0.7582,0.6826,1,1,0.7454
284,2,Magdalena del Mar,14370.2,1340,0.3653,0.5196,0.1151,0.815,28.7,0.6318,21,3,1,0,180.3,1000.3,4,0.503,0.714,0.7408,0.3653,1,1,0.5557
285,2,Magdalena del Mar,13580.3,1411,0.5187,0.314,0.1674,0.92,5.6,0.6414,22,4,2,3,259.6,91.0,0,0.672,0.1943,0.7774,0.5187,0,1,0.6299
286,2,Magdalena del Mar,13893.8,1312,0.4298,0.3601,0.21,0.8686,112.6,0.9792,16,2,0,0,382.7,116.4,1,0.43,0.1832,0.8374,0.4298,0,1,0.5536
287,2,Magdalena del Mar,16739.6,1379,0.7211,0.2971,0.0,0.8817,45.5,0.5712,25,3,1,2,202.8,156.9,1,0.453,0.005,0.682,0.7211,0,1,0.6566
288,2,Magdalena del Mar,14007.8,1125,0.5744,0.3615,0.0641,0.8932,3.8,0.8634,20,4,1,1,200.0,539.4,1,0.47,0.8582,0.913,0.5744,1,0,0.6514
289,2,Magdalena del Mar,13170.5,1103,0.4732,0.2081,0.3187,0.8418,45.0,0.6588,20,1,0,0,61.8,622.8,3,0.616,0.5743,0.7353,0.4732,1,1,0.6522
290,2,Magdalena del Mar,12814.5,1075,0.5534,0.4048,0.0418,0.9357,69.1,0.8851,23,5,0,0,376.8,20.0,3,0.623,0.0294,0.8389,0.5534,0,0,0.5149
291,2,Magdalena del Mar,12837.1,1340,0.2893,0.3759,0.3349,0.9236,42.2,0.4895,29,3,0,0,140.2,215.2,1,0.688,0.2206,0.6374,0.2893,0,0,0.5111
292,2,Magdalena del Mar,11055.6,1116,0.4415,0.3454,0.2131,0.9214,21.9,0.6882,21,4,1,2,444.8,859.3,2,0.749,0.7864,0.7837,0.4415,1,0,0.516
293,2,Magdalena del Mar,12424.2,1220,0.5536,0.3188,0.1276,0.9217,9.2,0.839,23,3,2,2,701.5,349.2,2,0.599,0.2005,0.8912,0.5536,0,0,0.51
